ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest
0486285537,100 Best-Loved Poems (Dover Thrift Editions),Philip Smith,1995,Dover Publications
0451628047,Inferno (Mentor),Dante Alighieri,1993,Mentor Books
0670878073,Wobegon Boy,Garrison Keillor,1997,Viking Books
0440114330,Close encounters of the third kind,Steven Spielberg,1977,Dell Pub
0061059323,The X-Files: Fight the Future,Elizabeth Hand,1998,HarperEntertainment
0764228072,The Betrayal,Beverly Lewis,2003,Bethany House Publishers
0515128600,The Edge,Catherine Coulter,2000,Jove Books
0553583980,True Blue,Luanne Rice,2002,Bantam Books
0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
0553560220,Illusion,Paula Volsky,1993,Bantam Books
8483102307,El Trompetista Del Utopia (Andanzas),Fernando Aramburu,2003,Tusquets Editores
0486292568,Wuthering Heights (Dover Thrift Editions),Emily Bronte,1996,Dover Publications
0312952716,A Simple Plan,Scott Smith,1994,St. Martin's Press
0451527712,"Frankenstein: Or, the Modern Prometheus (Signet Classics (Paperback))",Mary Shelley,2000,Signet Book
0486270734,Favorite Poems (Dover Thrift Editions),William Wordsworth,1992,Dover Publications
0060965819,Simpson's Christmas Book,Matt Groening,1990,Harpercollins Juvenile Books
0385044011,Poems That Touch the Heart,A. L. Alexander,1956,Doubleday Books
0671039415,Fearless #1,Francine Pascal,1999,Simon Pulse
0312130279,The Bird Artist,Howard Norman,1995,Picador USA
0375501517,The Island of Lost Maps: A True Story of Cartographic Crime,MILES HARVEY,2000,Random House
051511331X,November of the Heart,LaVyrle Spencer,1995,Jove Books
0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group
0312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Press
0743206029,On the Street Where You Live : A Novel,Mary Higgins Clark,2001,Simon & Schuster
0515136263,Chesapeake Blue,Nora Roberts,2004,Jove Books
0425157784,Mourn Not Your Dead,Deborah Crombie,1997,Berkley Publishing Group
0553579312,Dreaming of the Bones,Deborah Crombie,1998,Bantam
0380725827,Firestorm (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1997,Avon
0380728265,Blind Descent: : An Anna Pigeon Mystery (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1999,Avon
0684835959,YOU BELONG TO ME,Mary Higgins Clark,1998,Simon & Schuster
0786884592,"Life Strategies: Doing What Works, Doing What Matters",Phillip C. McGraw,2000,Hyperion
0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books
067151699X,The HIDDEN LIFE OF DOGS,Elizabeth Marshall Thomas,1995,Pocket
0452279607,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1997,Plume Books
0670272663,Different Seasons,Stephen King,1982,Viking Books
0670451932,Cujo,Stephen King,1981,Viking Books
0849911788,The Oath: A Novel,Frank Peretti,1995,W Publishing Group
0743436210,Hearts in Atlantis,Stephen King,2001,Pocket
0440236738,Gone for Good,HARLAN COBEN,2003,Dell
0399138250,Without Remorse,Tom Clancy,1993,Putnam Publishing Group
0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books
0671864416,FIRST THINGS FIRST,Stephen R. Covey,1994,Simon & Schuster
0440224721,Obstruction of Justice,Perry O'Shaughnessy,1998,Island
0446604844,Total Control,David Baldacci,1997,Warner Books
0061044490,Deep Lie,Stuart Woods,1998,HarperTorch
0440220696,Invasion of Privacy,PERRI O'SHAUGHNESSY,1997,Dell
0380564998,Jacob Have I Loved,Katherine Paterson,1981,Avon Books
0880382651,"Time of the Twins Legends 1 (Dragonlance Legends Trilogy, Vol 1)",Margaret Weis,1986,Random House~childrens
1551665557,Family Way,Jayne Ann Krentz,1999,Mira
0380817691,Stalker: A Peter Decker and Rina Lazarus Novel,Faye Kellerman,2001,Avon
0553582526,Dust to Dust,TAMI HOAG,2002,Bantam
0684859734,Grave Secrets (Temperance Brennan Novel (Hardcover)),Kathy Reichs,2002,Scribner
0345426037,The Broken Hearts Club (Conrad Voort Novels (Paperback)),Ethan Black,2000,Ballantine Books
0345401964,Exit to Eden,Anne Rice,1996,Ballantine Books
0312983387,Killing the Shadows (St. Martin's Minotaur Mysteries),Val McDermid,2002,St. Martin's Paperbacks
0451173139,Night over Water,Ken Follett,1992,Signet Book
0671038567,Body of Evidence,Patricia Cornwell,1999,Pocket
0451152190,Over the Edge,Jonathan Kellerman,1993,New American Library
0141000198,Bridget Jones's Diary,Helen Fielding,2001,Penguin Putnam
067976268X,Anything Considered,Peter Mayle,1997,Vintage Books USA
0425188213,Shades of Earl Grey (A Tea Shop Mystery),Laura Childs,2003,Prime Crime
0451184785,The Takeover,Stephen W. Frey,1996,Signet Book
055309999X,The Main Corpse,Diane Mott Davidson,1996,Bantam Dell Pub Group
0380804743,Miss Zukas Shelves the Evidence (Miss Zukas Mysteries),Jo Dereske,2001,Avon
006000469X,"Engaged to Die : A Death on Demand Mystery (Hart, Carolyn G)",Carolyn Hart,2003,William Morrow
0553578316,Sticks & Scones,Diane Mott Davidson,2002,Bantam Books
0743225325,Good Harbor: A Novel,Anita Diamant,2001,Scribner
0446365386,Gone with the Wind,Margaret Mitchell,1993,Warner Books
0804111634,Agatha Raisin and the Quiche of Death (Agatha Raisin Mysteries (Paperback)),M. C. Beaton,1993,Fawcett Books
055321330X,The Awakening,Kate Chopin,1985,Bantam
0446519804,The Alibi,Sandra Brown,1999,Warner Books
0446527017,Standoff,Sandra Brown,2000,Warner Books
0399148450,Widow's Walk (Spenser Mysteries (Hardcover)),Robert Parker,2002,Putnam Publishing Group
0451201515,Life on the Other Side: A Psychic's Tour of the Afterlife,Sylvia Browne,2001,Signet Book
0671727796,The Color Purple,Alice Walker,1990,Pocket
0446523372,Thunderhead,Douglas Preston,1999,Warner Books
0743456378,The Killing Kind,John Connolly,2003,Pocket Star
0812504798,The Red Badge of Courage,Stephen Crane,1997,Tor Books
0440229464,Crooked,TOM MCNEAL,2002,Laurel Leaf
0061020702,The Light Fantastic (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch
0451161351,Cujo,Stephen King,2004,Signet Book
0061057649,Feet of Clay (Discworld Novels (Paperback)),Terry Pratchett,1997,HarperTorch
0425100650,Twilight Eyes,Dean R. Koontz,1995,Berkley Publishing Group
0440509238,Spin Cycle,SUE MARGOLIS,2001,Delta
0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette
2070725804,Comme un roman,Daniel Pennac,1992,Gallimard
0349113858,Kings of Albion,Julian Rathbone,2001,Abacus
0671047329,The Third Option,Vince Flynn,2001,Pocket Star
0451451155,Tigana,Guy Gavriel Kay,1994,Roc
0061056219,The Lions of Al-Rassan,Guy Gavriel Kay,1996,Eos
0451453328,A Song for Arbonne,Guy Gavriel Kay,1994,Roc
0451451384,"The Summer Tree (The Fionavar Tapestry, Book 1)",Guy Gavriel Kay,1994,Roc
034542705X,The Man Who Listens to Horses,Monty Roberts,1998,Ballantine Books
0380762595,Until Forever,Johanna Lindsey,1995,Avon
0380774933,Keeper of the Heart,Johanna Lindsey,1993,Avon
0440202507,Wild Mountain Thyme,Rosamunde Pilcher,1989,Dell Publishing Company
0515131741,Lost and Found,Jayne Ann Krentz,2001,Jove Books
0515136182,Light in Shadow,Jayne Ann Krentz,2003,Jove Books
0515136948,After Glow,Jayne Castle,2004,Jove Books
0743477081,Forever and Always,Jude Deveraux,2003,Pocket Books
0345388593,Angel,Barbara Taylor Bradford,1995,Ballantine Books
044020254X,The Empty House,Rosamunde Pilcher,1995,Dell Publishing Company
0380812037,On a Wild Night (Cynster Novels),Stephanie Laurens,2002,Avon
0553581872,The Widow's Kiss,JANE FEATHER,2002,Bantam
0380818647,The Devil's Bargain,Edith Layton,2002,HarperTorch
0553583395,Don't Look Back,Amanda Quick,2003,Bantam Books
055358619X,The Bride Hunt,JANE FEATHER,2004,Bantam
0515125628,The Target,Catherine Coulter,1999,Jove Books
0553565249,The Unlikely Angel,BETINA KRAHN,1996,Bantam
055357695X,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books
0671523074,Eye of the Beholder,Jayne Ann Krentz,1999,Pocket
0553572326,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam
0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
074347628X,The Twilight Before Christmas,Christine Feehan,2003,Pocket Star
0553586181,The Bachelor List,JANE FEATHER,2004,Bantam
0061094609,Illusions : A Novel,Janet Dailey,1999,HarperTorch
055357809X,Digger,Joseph Flynn,1998,Bantam Books
0380711524,See Jane Run,Joy Fielding,1992,Avon
0140113428,The Cat Who Came for Christmas,Cleveland Amory,1989,Penguin USA
0061092533,Stitches in Time,Barbara Michaels,1996,HarperCollins Publishers
0590466194,"Welcome to Camp Nightmare (Goosebumps, No 9)",R. L. Stine,1995,Scholastic
0553278398,Prelude to Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1989,Spectra
0345308980,Foundation's Edge (Foundation Novels (Paperback)),ISAAC ASIMOV,1983,Del Rey
0743235150,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Scribner
848300268X,Dones (ColÃÂ¨lecciÃÂ³ clÃÂ ssica),Isabel-Clara SimÃÂ³,1997,Columna
0451628039,Mythology,Edith Hamilton,1991,Signet Book
0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993,Penguin Books
0760700435,Sense and sensibility,Jane Austen,1996,Barnes & Noble
0140373373,Pride and Prejudice (Puffin Classics),Jane Austen,1995,Puffin Books
0486408787,Through the Looking-Glass: And What Alice Found There (Dover Thrift Editions),Lewis Carroll,1999,Dover Publications
0451186923,The Deep End of the Ocean,Jacquelyn Mitchard,1997,New Amer Library
0451184114,Dolores Claiborne,Stephen King,1995,New Amer Library
0446356573,A Stranger in the Mirror,Sidney Sheldon,1988,Warner Books
155166545X,House On Olive Street,Robyn Carr,1999,Mira
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam
0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam
067942573X,Taltos: Lives of the Mayfair Witches,Anne Rice,1994,Alfred A. Knopf
0812570944,What Dreams May Come : A Novel,Richard Matheson,1998,Tor Books
078688939X,Dirty Jokes and Beer : Stories of the Unrefined,Drew Carey,1998,Hyperion
0451176464,Gerald's Game,Stephen King,2001,Signet Book
0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket
0451186362,Rose Madder,Stephen King,2004,Signet Book
0446607657,When the Wind Blows,James Patterson,1999,Warner Vision
0446611662,Bird's-Eye View,J. F. Freedman,2002,Warner Vision
081120457X,Captain's Verses (New Directions Paperbook),Pablo Neruda,1972,New Directions Publishing Corporation
0312901437,James Herriots Dog Stories,James Herriot,1987,St Martins Press
0553212923,Hamlet (Bantam Classics),William Shakespeare,1988,Bantam
0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books
0967231434,Small leather journal with strap-myra series,Anatolian Treasures,1999,Anatolian Treasures
0380713802,Neither Here nor There: Travels in Europe,Bill Bryson,1999,Perennial
0140430725,"Pride and Prejudice (The Penguin English Library, El 72)",Jane Austen,1985,Penguin Books
0451450957,Blue Moon Rising (Hawk & Fisher),Simon R. Green,2000,Roc
0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books
0843948302,Voice of the Blood,Jemiah Jefferson,2001,Leisure Books
0375505148,Girls' Poker Night,Jill A. Davis,2002,Random House
0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group
0671731424,Wolf's Hour,Robert McCammon,1990,Pocket
034068948X,Does My Bum Look Big in This?,Arabella Weir,1999,Trafalgar Square
0385333919,Be Cool,Elmore Leonard,1999,Bantam Dell Pub Group
0449001245,Naked Came the Manatee,Carl Hiaasen,1998,Ballantine Books
0061099570,The Crown of Columbus,Louise Erdrich,1992,Harper Mass Market Paperbacks
0380820293,Last Chance Saloon,Marian Keyes,2002,Avon
8817106100,Oceano Mare,Alessandro Baricco,0,Biblioteca Universale Rizzoli
0679889175,First Test (Protector of the Small),Tamora Pierce,2000,Random House Children's Books
0679801111,In the Hand of the Goddess (Song of the Lioness (Paperback)),Tamora Pierce,1997,Random House Children's Books
0871236575,"When Hope Springs New (Canadian West, Book 4)",Janette Oke,1986,Bethany House
1410729435,Lucy's Treasure,G. E. Dabbs,2003,Authorhouse
0743434021,Beautiful Bodies : A Novel,Laura Shaine Cunningham,2003,Washington Square Press
0812550765,Irish Gold (Nuala Anne McGrail Novels),Andrew M. Greeley,1995,Forge Books
0373250134,Slightly Single (Red Dress Ink (Paperback)),Wendy Markham,2002,Red Dress Ink
0446363162,Back Bay,William Martin,1992,Warner Books
0373153279,Home to You (Harlequin American Romance),Muriel Jensen,2000,Harlequin
0373153260,The Wedding is White (Silhouette Desire),Diana Palmer,2000,Silhouette Books
068480154X,TENDER IS THE NIGHT,F. Scott Fitzgerald,1995,Scribner
0140430059,Persuasion: With a Memoir of Jane Austen,Jane Austen,1998,Penguin USA (Paper)
0553569619,When the Bough Breaks (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994,Bantam Books
0446613843,The Jester,James Patterson,2004,Warner Books
0679436448,CORELLI'S MANDOLIN : A Novel,LOUIS DE BERNIERES,1994,Pantheon
0553580930,A Man in Full,Tom Wolfe,1999,Bantam
1558216847,The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,1997,The Lyons Press
0590313185,Bunnicula: A Rabbit-Tale of Mystery,Deborah and James Howe,1997,Scholastic Inc.School Market Edition
0590462253,The Littles (Littles),John Peterson,1993,Little Apple
0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999,Pocket Books
0060975849,Two Old Women,Velma Wallis,1994,Perennial
059043411X,Vampires Don't Wear Polka Dots (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1997,Scholastic
0345301110,Story of O,Pauline Reage,1989,Ballantine Books
068485287X,Creek Walk and Other Stories,Molly Giles,1998,Scribner Paper Fiction
014045022X,Pygmalion : A Romance in Five Acts,George Bernard Shaw,1993,Penguin Books
0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks
0141301155,Charlie and the Chocolate Factory (Puffin Novels),Roald Dahl,1998,Puffin Books
0525934960,The Te of Piglet,Benjamin Hoff,1992,Dutton Books
0140189645,The Crucible: A Play in Four Acts (Twentieth-Century Classics),Arthur Miller,1995,Penguin Books
0451521293,"Twelfth Night, Or, What You Will (Signet Classic Shakespeare Series)",William Shakespeare,1991,Signet Classics
0385324138,The Outlandish Companion,DIANA GABALDON,1999,Delacorte Press
0452277507,Animal Farm: A Fairy Story,George Orwell,1996,Plume Books
0764222473,"The Sacred Shore (Song of Acadia, 2)",Janette Oke,2000,Bethany House Publishers
0764221760,"The Meeting Place (Song of Acadia, 1)",Janette Oke,1999,Bethany House Publishers
044022425X,Drums of Autumn,DIANA GABALDON,1997,Dell
0440217563,Voyager,DIANA GABALDON,1994,Dell
0385319959,Outlander,Diana Gabaldon,1998,Delta
0446611778,Last Man Standing,David Baldacci,2002,Warner Vision
1853260363,Don Quixote,Miguel De Cervantes Saavedra,1997,NTC/Contemporary Publishing Company
0374525188,Housekeeping,Marilynne Robinson,1997,Farrar Straus Giroux
0330244078,Tinker Tailor Soldier Spy,John le Carre,1995,Pan Macmillan
0571216420,Vernon God Little: A 21st Century Comedy in the Presence of Death,D. B. C. Pierre,2003,Faber & Faber
0304357278,E-Tales: The Best & Worst of Internet Humor,David Milstead,2001,Cassell
0671447483,PIONEER WOMEN,Joanna Stratton,1982,Touchstone
0373441762,"One True Love? (Harlequin Flipside, No. 2)",Stephanie Doyle,2003,Harlequin
0373441800,"Who Needs Decaf? (Harlequin Flipside, No. 6)",Tanya Michaels,2003,Harlequin
0373250479,Slightly Settled (Red Dress Ink),Wendy Markham,2004,Red Dress Ink
0312303467,Bet Me,Jennifer Crusie,2004,St. Martin's Press
0670891509,Marrying the Mistress,Joanna Trollope,2000,Viking Books
014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books
0425141233,Winter Prey,John Sandford,2004,Berkley Publishing Group
0671016776,Gravity : A Novel of Medical Suspense,Tess Gerritsen,2000,Pocket
0373250428,Up & Out (Red Dress Ink),Ariella Papa,2003,Red Dress Ink
0743418700,Salem Falls,Jodi Picoult,2001,Atria
0425185508,Picture Perfect,Jodi Picoult,2002,Berkley Publishing Group
0140230270,Harvesting the Heart,Jodi Picoult,1995,Penguin Books
0525947914,Just One Look,Harlan Coben,2004,Dutton Books
0345452593,Therapy,Jonathan Kellerman,2004,Ballantine Books
076791404X,She's Not There : A Life in Two Genders,JENNIFER FINNEY BOYLAN,2003,Broadway
0440225442,One False Move (Myron Bolitar Mysteries (Paperback)),HARLAN COBEN,1999,Dell
0375759093,The Summer They Came : A Novel,WILLIAM STORANDT,2002,Villard
0590136011,Twits,Roald Dahl,0,Scholastic Inc
0590426869,Mike's Mystery,Gertrude Cha Warner,0,Scholastic Inc
0380709562,"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",Beverly Cleary,1992,HarperTrophy
0380709600,Ramona Forever (Ramona Quimby (Paperback)),Beverly Cleary,1995,HarperTrophy
038070952X,Ramona and Her Mother (Ramona Quimby (Paperback)),Beverly Cleary,1990,HarperTrophy
0142000396,The Last Manly Man (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,2001,Penguin Books
0679730346,London Fields (Vintage International),MARTIN AMIS,1991,Vintage
0312204264,Mr. White's Confession : A Novel,Robert Clark,1999,Picador
0060275103,Ella Enchanted (Newbery Honor Book),Gail Carson Levine,1997,HarperCollins
006001203X,Dr. Atkins' New Diet Revolution,Robert C. Atkins,2001,Avon Books
0375713344,Geek Love,Katherine Dunn,2002,Vintage Books USA
3596200261,"Fischer TaschenbÃ?ÃÂ¼cher, Bd.26, SchÃ?ÃÂ¶ne neue Welt",Aldous Huxley,2002,"Fischer (Tb.), Frankfurt"
0140293450,About a Boy,Nick Hornby,2000,Penguin Books Ltd
037540256X,A Patchwork Planet,Anne Tyler,1998,Random House Inc
0440207622,Daddy,DANIELLE STEEL,1990,Dell
0671759329,Darkest Hour (Cutler),V.C. Andrews,1993,Pocket
0399142495,Small Town Girl,LaVyrle Spencer,1997,Putnam Pub Group
