ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0679411267,The End of the Pier,Martha Grimes,1992,Random House Inc
0312032978,Brighten the Corner Where You Are,Fred Chappell,1989,St Martins Pr
0060920076,Affliction,Russell Banks,1990,Perennial
0802116175,Great Apes,Will Self,1997,Pub Group West
0140298363,Mr Phillips,John Lanchester,2001,Penguin Books
0670871753,The Listmaker,Robin Klein,1997,Viking Books
0380701006,Inside-Outside Book of New York City,Herman Wouk,1986,Avon Books
0451522303,Animal Farm,George Orwell,1956,Signet Book
0441005152,Scales of Justice (Return of the Dragon Fanuilh),Daniel Hood,1998,Ace Books
3404136012,Wintermond. Unheimlicher Roman.,Dean Koontz,1994,LÃ?ÃÂ¼bbe
3453092007,Die zweite Haut.,Dean Koontz,1995,Heyne
0373320132,Lord/Hi Cliff Manor (Gothic Romances),Irene M. Pascoe,1986,Harlequin
0575075546,"The Soddit : or, Cashing in Again (Gollancz SF S.)",A.R.R.R. Roberts,2003,Gollancz
0330020706,Town Like Alice,Nevil Shute,0,Pan Books Ltd
0679767959,Heartburn,Nora Ephron,1996,Vintage Books USA
1568842406,WindowsÃÂ¨ 95 For DummiesÃÂ¨,Andy Rathbone,1995,John Wiley & Sons Inc
0849912903,The End of the Age: A Novel,Pat Robertson,1995,Thomas Nelson Inc
0446527696,The Edge of Town,Dorothy Garlock,2001,Warner Books
0446609749,Getting Back,William Dietrich,2001,Warner Books
0312155859,Mary Queen of Scotland & The Isles : A Novel,Margaret George,1997,St. Martin's Griffin
0312869061,Swell Foop (Xanth Novels (Hardcover)),Piers Anthony,2001,Tor Books
0312873085,Elixir,Gary Braver,2000,St Martins Pr
0028625757,The Complete Illustrated Guide to Everything Sold in Hardware Stores,Steve Ettlinger,1998,John Wiley & Sons
0060174056,The Tennis Partner,A. Verghese,1998,HarperCollins Publishers
0750005815,The Whitby Witches (Whitby Series),Robin Jarvis,1991,Hodder Wayland
0758204930,Life a la Mode,Linda Lenhoff,2003,STRAPLESS
3795116074,WÃ?ÃÂ¼stenblume.,Waris Dirie,1998,Schneekluth
3499129728,Karussell des Lebens. Roman.,Rosamunde Pilcher,1991,Rowohlt Tb.
3462025864,Fever Pitch. Ballfieber - Die Geschichte eines Fans.,Nick Hornby,2002,Kiepenheuer & Witsch
0340581239,Blindfold,Siri Hustvedt,0,Trafalgar Square
0451411285,Sing Me Home,Jerri Corgiat,2004,Onyx Books
1928556396,Searching for Virginia Dare: A Fool's Errand,Marjorie Hudson,2003,Coastal Carolina Press
0425181480,Bump and Run,Mike Lupica,2001,Berkley Publishing Group
0373075286,"Mclain'S Law (Premiere) (Silhouette Intimate Moments, No 528)",Kylie Brant,1993,Silhouette
0373291019,"Angel Of The Knight (Historical, 501)",Diana Hall,2000,Harlequin
0373482957,Tiger Prince,Sandra Brown,1994,Silhouette
0385031386,Irrational Man : A Study in Existential Philosophy,WILLIAM BARRETT,1962,Anchor
1860463312,Miss Smilla's Feeling for Snow,Peter Heg,1997,Havill Pr
8477201447,El Alquimista,Paulo Coelho,1996,Aims Intl Books
0060580208,Held Captive : The Kidnapping and Rescue of Elizabeth Smart,Maggie Haberman,2003,Avon
0964109964,The Front Runner,Patricia Nell Warren,1996,Wildcat Press
0553251503,Soulmates,Jess Stearn,1990,Bantam Books
0393321096,The Abyssinian: A Novel,Jean-Christophe Rufin,2000,W.W. Norton & Company
038071681X,Ghost Girl: The True Story of a Child in Peril and the Teacher Who Saved Her,Torey Hayden,1992,Avon
0156907380,To the Lighthouse,Virginia Woolf,1978,Harvest Books
1573245038,"The Little Book of Letting Go: A Revolutionary 30-Day Program to Cleanse Your Mind, Lift Your Spirit and Replenish Your Soul",Hugh Prather,2000,Conari Press
0441231942,Crisis on Doona,Anne McCaffrey,1992,Ace Books
0886773768,Sword-Dancer (Sword (DAW Fantasy)),Jennifer Roberson,1986,Daw Books
0812536509,Pride of Lions (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1997,Tor Books
0812553993,Lion of Ireland (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1996,Tor Books
0679750932,My Idea of Fun,WILL SELF,1995,Vintage
0449909050,"Thinking Out Loud : On the Personal, the Political, the Public and the Private",ANNA QUINDLEN,1994,Ballantine Books
014044582X,The Last Days of Socrates: Euthyphro/Apology/Crito/Phaedo (Penguin Classics),Plato,1995,Penguin Books
0425169375,The Best of Friends: Joanna Trollope,Joanna Trollope,1999,Berkley Publishing Group
055357874X,Finding Mr. Right,EMILY CARMICHAEL,1999,Bantam
0374190771,Looking for a Ship,John McPhee,1990,Farrar Straus & Giroux
0875425011,"Charms, Spells, and Formulas",Ray T. Malbrough,1986,Llewellyn Publications
0875422462,Crystal Healing: The Next Step (Llewellyn's New Age),Phyllis Galde,1988,Llewellyn Publications
1570627193,Confessions of a Pagan Nun,KATE HORSLEY,2001,Shambhala
0439313899,Conversations with God for Teens,Neale Donald Walsch,2002,Scholastic
0609608045,May the Angels Be With You: A Psychic Helps You Find Your Spirit Guides and Your True Purpose,Gary Quinn,2001,Harmony
1855381125,Witch Alone: Thirteen Moons to Master Natural Magic,Marian Green,1991,Aquarian Press
0738700339,Llewellyn's 2002 Magical Almanac,Bernyce Barlow,2001,Llewellyn Publications
1932560491,Bedtime Stories for Women,Nancy Madore,2003,Llumina Press
0590433857,"Hello, Mallory",Ann M. Martin,1988,Scholastic Paperbacks
0671656589,HEAVEN,V. C. Andrews,1987,Pocket
8807813483,In alto a sinistra (Universale economica Feltrinelli),Erri De Luca,1995,Feltrinelli
8806161741,Opera Sull'acqua E Altre Poesie,Erri de Luca,2002,Einaudi
0864426224,"Lonely Planet Paris (Paris, 2nd Ed)",Daniel Robinson,1998,Lonely Planet
2266067249,L'Homme qui murmurait Ã?ÃÂ  l'oreille des chevaux,Nicholas Evans,1997,Pocket
2070380742,Les Courriers De La Mort,Magnan,0,Editions Flammarion
0679404856,Dave Barry Does Japan,Dave Barry,1992,Random House Inc
0884042871,"Death Quest (Mission Earth Series, Vol 6)",L. Ron Hubbard,1987,Bridge Publications
0828103054,The Civil War (American Heritage Library),Bruce Catton,1985,Mariner Books
0812561589,Spotlight,Carole Bellacera,2001,Forge Books
0670884839,My Little Blue Dress,Bruno Maddox,2001,Viking Books
0553211234,The Pickwick Papers,Charles Dickens,1983,Bantam Books
034066049X,Well Groomed,Fiona Walker,1997,Coronet Books
0060969911,"Get Your Act Together!: A 7-Day Get-Organized Program for the Overworked, Overbooked, and Overwhelmed",Pam Young,1993,Perennial
342310516X,Wenn ein Reisender in einer Winternacht.,Italo Calvino,1999,Dtv
0330262726,Smiley's People,John le Carre,1980,Pan Macmillan
0330253565,Honourable Schoolboy,John Le Carre,0,Pan Books Ltd
0517881004,The Vampire Encyclopedia,Matthew Bunson,1993,Crown Publishing Group (NY)
1555834310,Alec Baldwin Doesn't Love Me and Other Trials of My Queer Life,Michael Thomas Ford,1998,Alyson Publications
0553284347,Toxic Parents: Overcoming Their Hurtful Legacy and Reclaiming Your Life,Susan Forward,1990,Bantam Books
0060542799,An Hour to Kill : A Novel,Karin Yapalater,2004,HarperTorch
0449148238,Buried Lives,Nancy Star,1993,Fawcett Books
1892145057,T. Bor: Tiborocity Exhibition,Maira Kalman,2002,Little Bookroom
0380896419,Injustice for All: A J.P. Beaumont Mystery,J.A. Jance,2004,Avon
0689849176,Just Ella,Margaret Peterson Haddix,1999,Aladdin
0684870819,Chocolate For A Teens Soul : Lifechanging Stories For Young Women About Growing Wise And Growing Strong,Kay Allenbaugh,2000,Fireside
1559210869,"East Wind: West Wind (Buck, Pearl S. Oriental Novels of Pearl S. Buck, 8th,)",Pearl S. Buck,1993,Moyer Bell Ltd.
0066212693,Good Girls Gone Bad,Jillian Medoff,2002,William Morrow
0373261047,Real Murders,Richard Harris,1992,Worldwide Library
0892967544,First Degree,David Rosenfelt,2003,Mysterious Press
0399148655,The Delicate Storm (Marian Wood Book),Giles Blunt,2003,Marian Wood Book
0316591122,Fear Itself: A Fearless Jones Novel,Walter Mosley,2003,"Little, Brown"
0060193883,A Bloodhound to Die For,Virginia Lanier,2003,HarperCollins
0060005556,"Last to Die (Grippando, James)",James Grippando,2003,HarperCollins
0609807420,The Business Plan for the Body,Jim Karas,2001,Three Rivers Press (CA)
0312267177,Catfish and Mandala : A Two-Wheeled Voyage through the Landscape and Memory of Vietnam,Andrew X. Pham,2000,Picador
0399138439,"Three Complete Novels: Lightning, the Face of Fear, the Vision",Dean R. Koontz,1993,Putnam Pub Group
039951743X,The Pocket Dictionary of Signing,Rod R. Butterworth,1992,Perigee Books
0671541749,"Invasion: The Soldiers of Fear (Star Trek: The Next Generation, No. 41)",Dean Wesley Smith,1996,Star Trek
0766607208,Treasury of Illustrated Classics: Adventures of Huckleberry Finn,Mark Twain,2002,Modern Publishing
0140445145,Twilight of the Idols and the Anti Christ (Penguin Classics),R.J. Hollingdale,1990,Penguin Books
0553233890,Pilgrim at Tinker Creek,Annie Dillard,1982,Bantam Books (Mm)
0553346083,Somewhere Off the Coast of Maine,Ann Hood,1988,Bantam Books
0140181903,The Custom of the Country (Penguin Twentieth-Century Classics),Edith Wharton,1990,Penguin Books
0821771116,Falling for April (Zebra Historical Romance),Lisa Plumley,2002,Zebra Books
0451403967,Devoted,Alice Borchardt,1996,Signet Book
0380818957,First Comes Love (Avon Light Contemporary Romances),Christie Ridgway,2002,Avon
0345423658,The Wolf King,Alice Borchardt,2001,Del Rey Books
0743410262,Educating Caroline (Sonnet Books),Patricia Cabot,2001,Pocket
0446671339,The Quiet Room : A Journey Out of the Torment of Madness,Lori Schiller,1996,Warner Books
8483101319,La ignorancia,Milan Kundera,2000,Tusquets Editores
1551669285,The Soul Catcher (Maggie O'Dell Novels (Hardcover)),Alex Kava,2002,Mira
0385313861,Going Native,STEPHEN WRIGHT,1995,Dell
2070381161,Cest Beau Une Ville La Nuit,Richard Bohringer,0,Folio
0515104531,Physical Evidence,Arthur Lyons,1990,Jove Books
0553290266,Golden Orange,Joseph Wambaugh,1991,Bantam Books
0446605956,The Spirit Caller (Molly Bearpaw Mysteries),Jean Hager,1998,Warner Books
0812508424,Shadows Linger : A Novel of the Black Company (Chronicles of The Black Company),Glen Cook,1990,Tor Books
0812555333,She Is The Darkness : Book Two of Glittering Stone: A Novel of the Black Company (Chronicles of The Black Company),Glen Cook,1998,Tor Fantasy
0441007880,"Scion's Lady (Gil trilogy, Book 2)",Rebecca Bradley,2000,Ace Books
0451458842,The Glasswrights' Journeyman,Mindy L. Klasky,2002,Roc
0373291108,Lady Of The Keep (Harlequin Historical),Sharon Schulze,2000,Harlequin
0590630938,The Dragonslayers Apprentice (Point Fantasy),David Calder,1998,Scholastic
0152099905,The Borrowers,Mary Norton,1989,Odyssey Classics
0671021184,"SPYING EYES: SABRINA, THE TEENAGE WITCH #14",Nancy Holder,1998,Simon Spotlight Entertainment
0330301497,Madwomans Underclothes Essays and Occasion,Germaine Greer,0,Pan Books Ltd
0446677698,One Virgin Too Many,Lindsey Davis,2001,Mysterious Press
0425105695,The Moving Finger (Miss Marple Mysteries (Paperback)),Agatha Christie,1994,Berkley Publishing Group
0061013722,The Clairvoyant,Marian Thurm,1999,HarperTorch
0671493183,Doggies (Boynton Board Books (Simon & Schuster)),Sandra Boynton,1984,Little Simon
0679882812,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Book),DR SEUSS,1996,Random House Books for Young Readers
0394900189,Are You My Mother (Beginner Books),P. D. Eastman,1966,Random House Books for Young Readers
0393318451,The Universal Donor (Norton Paperback Fiction),Craig Nova,1998,W. W. Norton & Company
0937295078,Meet Molly: An American Girl (The American Girls Collection),Valerie Tripp,1986,Pleasant Company Publications
0843105550,Gnome from Nome (Serendipity),Stephen Cosgrove,1978,Price Stern Sloan
0312423187,Dancer : A Novel,Colum McCann,2004,Picador
0553581651,Die upon a Kiss,Barbara Hambly,2002,Bantam Books
0553240633,Right Stuff,Tom Wolfe,1983,Bantam Doubleday Dell
0684841215,SOMETHING HAPPENED,Joseph Heller,1997,Simon & Schuster
3746616360,Das Puppenkind.,Eva Maaser,2000,Aufbau Tb
0060520515,"The Other Side of the Story : A Novel (Keyes, Marian)",Marian Keyes,2004,William Morrow
0345455916,The Probable Future (Ballantine Reader's Circle),ALICE HOFFMAN,2004,Ballantine Books
0553281437,"Rose of the Prophet, Volume III: The Prophet of Akhran",Margaret Weis,1991,Bantam
0553276387,Will of the Wanderer (Will of the Wanderer),Margaret Weis,1989,Bantam
059041691X,101 Dinosaur Jokes,Phil Hirsch,1988,Scholastic
0883964201,42 Gifts I'd Like to Give to You: A Guidebook of Wonderful Thoughts to Carry Along on Your Journey Through Life (Self-Help),Douglas Pagels,1995,Blue Mountain Arts
1881273628,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary D. Chapman,1996,Northfield Press
0736905324,The Power of a Praying Husband,Stormie Omartian,2001,Harvest House Publishers
0722150954,Unsuitable Job for a Woman,P D James,0,Sphere Books Limited
1552780724,Just A Minute More - Glimpses of our Great Canadian Heritage,Marsha Boulton,1999,McArthur & Company
0786813709,"Fab Five: Don't Make a Scene, Mum - Book #1 (Fab 5, No. 1)",Rosie Rushton,1999,Hyperion Books for Children
0915473569,"Planning Your Pregnancy and Birth, Third Edition",The American College of Obstetricians an,2000,American College of Obstetricians & Gynecolog
3518383973,Eva Luna.,Isabel Allende,2003,Suhrkamp
227724113X,La prophÃ?ÃÂ©tie des Andes,James Redfield,2000,J'ai lu
0679759328,Hotel Du Lac (Vintage Contemporaries),Anita Brookner,1995,Vintage Books USA
0385487398,Welcome to My Country: Journeys into the World of a Therapist and Her Patients,Lauren Slater,1997,Anchor
0689832923,What Do You Know About Manners?,Cynthia MacGregor,2000,Meadowbrook
0330352091,Cauldron Uk,Colin Forbes,0,Pan Books Ltd
0553299328,Sixteen and Dying (One Last Wish),Lurlene McDaniel,1992,Bantam
0156006243,The History of the Siege of Lisbon,Jose Saramago,1998,Harvest Books
0345396456,The Good Husband (Ballantine Reader's Circle),Gail Godwin,1995,Ballantine Books
0385720327,In My Hands: Memories of a Holocaust Rescuer,Irene Gut Opdyke,2001,Anchor Books/Doubleday
0374521956,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,1992,"Farrar, Straus and Giroux"
0889951926,A Fine Daughter (Fiction),Catherine Simmons Niven,1999,Red Deer Press
0771079567,Cinnamon Gardens,SHYAM SELVADURAI,1999,Emblem Editions
0671439162,WHITE HOTEL,D. M. Thomas,1982,Pocket
0425166090,"Girls R.U.L.E (Girls R.U.L.E, No 1)",Kris Lowe,1998,Berkley Publishing Group
0061013579,Cash: The Autobiography,Johnny Cash,1998,HarperSanFrancisco
0316592382,Fearless Jones,Walter Mosley,2001,"Little, Brown"
0316955191,The Hope: A Novel,Herman Wouk,1993,Little Brown and Company
0553271105,Shane,JACK SCHAEFER,1983,Bantam
8807811987,"Baol Una Tranquilla Notte Di Regime (Fiction, Poetry and Drama)",Benni,0,Feltrinelli
8433914553,"Erecciones, Eyaculaciones, Exhibiciones",Charles Bukowski,1995,Anagrama
9681336089,Vivir Para Contarla / To Live to Tell It (Spanish),Gabriel Garcia Marques,2002,Diana
0375700668,A Samba for Sherlock,Jo Soares,1998,Vintage Books USA
0743204239,Lo es : Una memoria,Frank McCourt,2000,Fireside
0805041508,"Last Rites: A Novel (Harvey, John, Charles Resnick Novels.)",John Harvey,1999,Henry Holt & Company
8433914871,Pulp,Charles Bukowski,1997,Anagrama
0380794772,In a Dry Season,Peter Robinson,2000,Avon
0385488424,Sunset Limited,James Lee Burke,1998,Bantam Dell Pub Group
0553099590,Guilty As Sin,Tami Hoag,1996,Bantam
0751530328,Thin Air,Storm Constantine,2002,Firebird Distributing
0380788632,Death Takes Passage (Alaska Mysteries (Paperback)),Sue Henry,1998,Avon
1551666987,Marriage by the Book,Joan Johnston,2003,Mira
0446610941,Misfortune,Nancy Geary,2002,Warner Books
0671680080,Star Trek V: The Final Frontier,J.M. Dillard,1989,Star Trek
0312954115,The Cheapskate Monthly Money Makeover,Mary Hunt,1995,St. Martin's Press
0449911462,Think and Grow Rich,Napoleon Hill,1996,Ballantine Books
0525446052,The Big Book for Peace,Lloyd Alexander,1990,Dutton Books
0345304659,The Nirvana Blues,John Nichols,1983,Ballantine Books
0425052028,The Confessions of Phoebe Tyler,Ruth Warrick,1982,Berkley Pub Group
0373710356,"14 Valentine Place (Harlequin Superromance, No. 1035)",Pamela Bauer,2002,Harlequin
0373710208,"Zoey Phillips (Girlfriends) (Harlequin Superromance, No. 1020)",Judith Bowen,2001,Harlequin
0440918022,"Dragon's Blood (Pit Dragons, Book 1)",Jane Yolen,1984,Laurel-Leaf Books
0671682830,HEAVEN (Casteel Saga (Paperback)),V.C. Andrews,1989,Pocket
0609810030,Love Stories of World War II,Larry King,2002,Three Rivers Press
0553573292,Bright Messengers (A Novel Set in the Rama Universe),Gentry Lee,1996,Bantam
2910188132,L'effet pervers: Le naufrage des dÃÂ©mocraties,Michel Collin,1994,Diffusion Hachette
8483100959,Una Mujer Dificil,John Irving,1999,Tusquets
067187876X,Armageddon,Billie Sue Mosiman,1998,Baen
0743471520,Thraxas,Martin Scott,2003,Baen Books
0028617363,The Complete Idiot's Guide to Chess,Patrick Wolff,1997,Alpha Books
0345384229,The Transition of H. P. Lovecraft: The Road to Madness,H. P. Lovecraft,1996,Del Rey Books
0671026291,"The Xander Years, Volume 1",Keith R.A. DeCandido,1999,Simon Spotlight Entertainment
3442541425,Anderer Leute Dreck. Die gewissenhaften Aufzeichnungen einer Putzfrau.,Louise Rafkin,2000,Goldmann
067972205X,The Story of a Shipwrecked Sailor,GABRIEL GARCIA MARQUEZ,1989,Vintage
0671891650,PRETTY BOY FLOYD,Larry McMurtry,1994,Simon & Schuster
0786711035,Beasts,Joyce Carol Oates,2002,Carroll & Graf Publishers
0385492235,An Invisible Sign of My Own,Aimee Bender,2000,Doubleday Books
0060185716,Triggerfish Twist: A Novel,Tim Dorsey,2002,William Morrow & Company
0671578448,The Unlikely Ones,Mary Brown,1999,Baen
0375508716,Motherhood and Hollywood : How to Get a Job Like Mine,PATRICIA HEATON,2002,Villard
0553577778,"Infinity's Shore (The Uplift Saga, Book 5)",David Brin,1997,Bantam Books
0060920335,Sure of You,Armistead Maupin,1990,HarperCollins Publishers
0451082028,Coma,Robin Cook,0,Penguin Putnam~mass
